_Collision Id,Borough,Boro,Easting,Northing,Vehicle Ref.,Vehicle Type,Vehicle Type (Banded),Vehicle Manoeuvres,Vehicle Skidding,Restricted Lane,Junction Location,Object in C/W,Veh. Leaving C/W,Veh. off C/W,Veh. Impact,VJNYPURP DECODED,Driver Sex,Driver Age,Driver Age (Banded), 
1200240800,ISLINGTON,3,531470,183293,1,08 TAXI,4 TAXI,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,41,35-64,
1200241557,ISLINGTON,3,530399,185922,1,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,64,35-64,
1200241862,ISLINGTON,3,531223,185278,1,19 GDS =< 3.5T,7 GOODS VEHICLE,04 SLOWING OR STOPPING,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,40,35-64,
1200242113,ISLINGTON,3,530649,185810,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,7 LEFT CWY OFFSIDE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,32,25-34,
1200242220,ISLINGTON,3,532438,185096,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,24,17-24,
1200242272,ISLINGTON,3,531822,183948,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,41,35-64,
1200243043,ISLINGTON,3,530465,186009,1,13 LONDON BUS,6 BUS/COACH EXCLUDING MINIBUS,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,58,35-64,
1200243274,ISLINGTON,3,531489,186279,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,10 HIT KERB,7 LEFT CWY OFFSIDE,10 HIT OTH OBJECT,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,40,35-64,
1200244089,ISLINGTON,3,531890,182569,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,56,35-64,
1200244245,ISLINGTON,3,531234,185286,1,09 CAR,3 CAR,07 TURNING LEFT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,6 ENTERING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,55,35-64,
1200244389,ISLINGTON,3,531299,183056,1,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,25,25-34,
1200244604,ISLINGTON,3,530077,184885,1,06 PRIVATE HIRE - LICENSED,5 PRIVATE HIRE,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,6 ENTERING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,57,35-64,
1200244996,ISLINGTON,3,531483,182067,2,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,39,35-64,
1200245468,ISLINGTON,3,530696,187412,1,09 CAR,3 CAR,06 U-TURNING,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,29,25-34,
1200245601,ISLINGTON,3,531390,184343,2,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,2 FEMALE,56,35-64,
1200245833,ISLINGTON,3,531194,184150,1,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,33,25-34,
1200245847,ISLINGTON,3,531076,185101,1,09 CAR,3 CAR,16 GOING AHEAD LEFT BEND,0 NO SKIDDING/OVERTURN,01 TRAM TRACK,8 JCT MID,00 NONE,1 LEFT CWY NEARSIDE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,31,25-34,
1200246083,ISLINGTON,3,530769,186288,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,48,35-64,
1200246445,ISLINGTON,3,531746,184739,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,21,17-24,
1200246958,ISLINGTON,3,529155,186668,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,04 HIT PARKED VEH,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,29,25-34,
1200247167,ISLINGTON,3,531688,186236,1,06 PRIVATE HIRE - LICENSED,5 PRIVATE HIRE,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,27,25-34,
1200247307,ISLINGTON,3,530138,186353,1,09 CAR,3 CAR,07 TURNING LEFT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,40,35-64,
1200247531,ISLINGTON,3,532231,182862,1,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,02 BUS LANE,5 LEAVING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,25,25-34,
1200247703,ISLINGTON,3,531508,185762,2,09 CAR,3 CAR,09 TURNING RIGHT,1 SKIDDED,00 ON MAIN CW - NOT REST.,3 LEAVING R'ABOUT,07 HIT BOLLARD,7 LEFT CWY OFFSIDE,11 WALL OR FENCE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,21,17-24,
1200248019,ISLINGTON,3,531397,182706,2,09 CAR,3 CAR,07 TURNING LEFT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,5 LEAVING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,19,17-24,
1200250094,ISLINGTON,3,532442,185111,1,09 CAR,3 CAR,13 OVERTAKE MOVE VEH O/S,5 OVERTURN,09 FOOTWAY,3 LEAVING R'ABOUT,10 HIT KERB,2 LEFT CWY NEARSIDE/REBOUND,10 HIT OTH OBJECT,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,32,25-34,
1200250357,ISLINGTON,3,529573,186608,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,33,25-34,
1200250695,ISLINGTON,3,531783,183903,1,09 CAR,3 CAR,09 TURNING RIGHT,1 SKIDDED,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,10 HIT KERB,1 LEFT CWY NEARSIDE,02 HIT LAMP POST,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,32,25-34,
1200250916,ISLINGTON,3,532981,185436,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,61,35-64,
1200251242,ISLINGTON,3,529748,185067,1,09 CAR,3 CAR,17 GOING AHEAD RIGHT BEND,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,04 HIT PARKED VEH,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,22,17-24,
1200251310,ISLINGTON,3,531099,185288,2,13 LONDON BUS,6 BUS/COACH EXCLUDING MINIBUS,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,20,17-24,
1200251407,ISLINGTON,3,530923,185272,1,09 CAR,3 CAR,07 TURNING LEFT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,59,35-64,
1200251635,ISLINGTON,3,528978,186438,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,09 FOOTWAY,0 NOT AT JCT,00 NONE,2 LEFT CWY NEARSIDE/REBOUND,02 HIT LAMP POST,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,37,35-64,
1200251885,ISLINGTON,3,531615,186195,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,22,17-24,
1200252290,ISLINGTON,3,531899,184789,1,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,58,35-64,
1200252676,ISLINGTON,3,530026,185282,2,19 GDS =< 3.5T,7 GOODS VEHICLE,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,62,35-64,
1200252872,ISLINGTON,3,532680,182460,1,19 GDS =< 3.5T,7 GOODS VEHICLE,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,39,35-64,
1200253379,ISLINGTON,3,530858,186451,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,39,35-64,
1200253462,ISLINGTON,3,529892,187743,1,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,54,35-64,
1200253638,ISLINGTON,3,532638,184835,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,04 HIT PARKED VEH,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,52,35-64,
1200254017,ISLINGTON,3,531963,183908,1,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,6 ENTERING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,49,35-64,
1200254161,ISLINGTON,3,529960,187628,1,09 CAR,3 CAR,03 GOING AHEAD HELD UP,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,2 FEMALE,52,35-64,
1200254862,ISLINGTON,3,529846,186599,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,49,35-64,
1200255203,ISLINGTON,3,530643,185834,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,31,25-34,
1200255342,ISLINGTON,3,530085,185380,1,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,6 ENTERING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,62,35-64,
1200255919,ISLINGTON,3,531002,183088,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,9 UNKNOWN (S/R),00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,29,25-34,
1200256046,ISLINGTON,3,531770,182112,2,13 LONDON BUS,6 BUS/COACH EXCLUDING MINIBUS,04 SLOWING OR STOPPING,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,5 LEAVING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,43,35-64,
1200256415,ISLINGTON,3,532974,184762,1,09 CAR,3 CAR,03 GOING AHEAD HELD UP,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,58,35-64,
1200256451,ISLINGTON,3,530883,185554,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,76,65+,
1200256668,ISLINGTON,3,529412,186936,1,21 GDS => 7.5T,7 GOODS VEHICLE,12 CHANGE LANE TO RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,31,25-34,
1200257171,ISLINGTON,3,531654,185777,1,06 PRIVATE HIRE - LICENSED,5 PRIVATE HIRE,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,53,35-64,
1200257353,ISLINGTON,3,530425,187602,1,09 CAR,3 CAR,16 GOING AHEAD LEFT BEND,5 OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,04 HIT PARKED VEH,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,29,25-34,
1200257416,ISLINGTON,3,531467,186781,1,19 GDS =< 3.5T,7 GOODS VEHICLE,03 GOING AHEAD HELD UP,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,32,25-34,
1200257512,ISLINGTON,3,531949,185526,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,35,35-64,
1200257945,ISLINGTON,3,531996,184559,2,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,52,35-64,
1200258298,ISLINGTON,3,532485,182757,3,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,27,25-34,
1200258593,ISLINGTON,3,530365,186056,2,06 PRIVATE HIRE - LICENSED,5 PRIVATE HIRE,03 GOING AHEAD HELD UP,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,67,65+,
1200259858,ISLINGTON,3,531476,183141,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,54,35-64,
1200260482,ISLINGTON,3,529106,186190,1,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,46,35-64,
1200261439,ISLINGTON,3,531358,184980,2,06 PRIVATE HIRE - LICENSED,5 PRIVATE HIRE,06 U-TURNING,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,55,35-64,
1200261858,ISLINGTON,3,529306,186894,2,09 CAR,3 CAR,17 GOING AHEAD RIGHT BEND,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,29,25-34,
1200261925,ISLINGTON,3,529257,187160,2,13 LONDON BUS,6 BUS/COACH EXCLUDING MINIBUS,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,03 BUSWAY,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,55,35-64,
1200262260,ISLINGTON,3,531450,182061,2,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,29,25-34,
1200262354,ISLINGTON,3,531443,183107,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,52,35-64,
1200262466,ISLINGTON,3,531438,186804,1,13 LONDON BUS,6 BUS/COACH EXCLUDING MINIBUS,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,49,35-64,
1200262708,ISLINGTON,3,532785,182517,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,27,25-34,
1200264417,ISLINGTON,3,532519,182432,1,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,31,25-34,
1200264753,ISLINGTON,3,530347,185866,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,1 LEFT CWY NEARSIDE,02 HIT LAMP POST,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,34,25-34,
1200264900,ISLINGTON,3,531763,184738,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,02 BUS LANE,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,23,17-24,
1200264912,ISLINGTON,3,531225,184157,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,35,35-64,
1200265219,ISLINGTON,3,530760,186276,2,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,47,35-64,
1200265369,ISLINGTON,3,530536,187156,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,18,17-24,
1200265682,ISLINGTON,3,531682,184733,1,19 GDS =< 3.5T,7 GOODS VEHICLE,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,36,35-64,
1200265978,ISLINGTON,3,530919,186015,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,21,17-24,
1200266492,ISLINGTON,3,531919,183879,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,40,35-64,
1200267100,ISLINGTON,3,531232,185290,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,75,65+,
1200267285,ISLINGTON,3,531107,183581,1,09 CAR,3 CAR,07 TURNING LEFT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,39,35-64,
1200267790,ISLINGTON,3,530212,186254,2,08 TAXI,4 TAXI,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,36,35-64,
1200267805,ISLINGTON,3,532643,183977,1,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,33,25-34,
1200268250,ISLINGTON,3,530348,186214,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,26,25-34,
1200268949,ISLINGTON,3,532947,184818,2,09 CAR,3 CAR,03 GOING AHEAD HELD UP,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,35,35-64,
1200269645,ISLINGTON,3,530711,185915,1,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,6 ENTERING MAIN RD,07 HIT BOLLARD,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,22,17-24,
1200269737,ISLINGTON,3,531147,182300,2,09 CAR,3 CAR,03 GOING AHEAD HELD UP,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,32,25-34,
